chara_id	face_type_code	chara_img_url
20	MONOLOGUE	/wmansion/6/19_100_C.png
21	NORMAL	/wmansion/6/20_100_A.png
21	WEREWOLF	/wmansion/6/20_100_B.png
21	MONOLOGUE	/wmansion/6/20_100_C.png
22	NORMAL	/wmansion/6/21_100_A.png
22	WEREWOLF	/wmansion/6/21_100_B.png
22	MONOLOGUE	/wmansion/6/21_100_C.png
23	NORMAL	/wmansion/6/22_100_A.png
23	WEREWOLF	/wmansion/6/22_100_B.png
23	MONOLOGUE	/wmansion/6/22_100_C.png
24	NORMAL	/wmansion/6/23_100_A.png
24	WEREWOLF	/wmansion/6/23_100_B.png
24	MONOLOGUE	/wmansion/6/23_100_C.png
25	NORMAL	/wmansion/6/24_100_A.png
25	WEREWOLF	/wmansion/6/24_100_B.png
25	MONOLOGUE	/wmansion/6/24_100_C.png
26	NORMAL	/wmansion/6/25_100_A.png
26	WEREWOLF	/wmansion/6/25_100_B.png
26	MONOLOGUE	/wmansion/6/25_100_C.png
27	NORMAL	/wmansion/6/26_100_A.png
27	WEREWOLF	/wmansion/6/26_100_B.png
27	MONOLOGUE	/wmansion/6/26_100_C.png
28	NORMAL	/wmansion/6/27_100_A.png
28	WEREWOLF	/wmansion/6/27_100_B.png
28	MONOLOGUE	/wmansion/6/27_100_C.png
29	NORMAL	/wmansion/6/28_100_A.png
29	WEREWOLF	/wmansion/6/28_100_B.png
29	MONOLOGUE	/wmansion/6/28_100_C.png
30	NORMAL	/wmansion/6/29_100_A.png
30	WEREWOLF	/wmansion/6/29_100_B.png
30	MONOLOGUE	/wmansion/6/29_100_C.png
31	NORMAL	/wmansion/6/30_100_A.png
31	WEREWOLF	/wmansion/6/30_100_B.png
31	MONOLOGUE	/wmansion/6/30_100_C.png
32	NORMAL	/wmansion/6/31_100_A.png
32	WEREWOLF	/wmansion/6/31_100_B.png
32	MONOLOGUE	/wmansion/6/31_100_C.png
33	NORMAL	/wmansion/6/32_100_A.png
33	WEREWOLF	/wmansion/6/32_100_B.png
33	MONOLOGUE	/wmansion/6/32_100_C.png
34	NORMAL	/wmansion/6/33_100_A.png
34	WEREWOLF	/wmansion/6/33_100_B.png
34	MONOLOGUE	/wmansion/6/33_100_C.png
35	NORMAL	/wmansion/6/34_100_A.png
35	WEREWOLF	/wmansion/6/34_100_B.png
35	MONOLOGUE	/wmansion/6/34_100_C.png
36	NORMAL	/wmansion/6/35_100_A.png
36	WEREWOLF	/wmansion/6/35_100_B.png
36	MONOLOGUE	/wmansion/6/35_100_C.png
37	NORMAL	/wmansion/6/36_100_A.png
37	WEREWOLF	/wmansion/6/36_100_B.png
37	MONOLOGUE	/wmansion/6/36_100_C.png
38	NORMAL	/wmansion/6/37_100_A.png
38	WEREWOLF	/wmansion/6/37_100_B.png
38	MONOLOGUE	/wmansion/6/37_100_C.png
39	NORMAL	/wmansion/6/38_100_A.png
39	WEREWOLF	/wmansion/6/38_100_B.png
39	MONOLOGUE	/wmansion/6/38_100_C.png
40	NORMAL	/wmansion/6/39_100_A.png
40	WEREWOLF	/wmansion/6/39_100_B.png
40	MONOLOGUE	/wmansion/6/39_100_C.png
41	NORMAL	/wmansion/6/40_100_A.png
41	WEREWOLF	/wmansion/6/40_100_B.png
41	MONOLOGUE	/wmansion/6/40_100_C.png
42	NORMAL	/wmansion/6/41_100_A.png
42	WEREWOLF	/wmansion/6/41_100_B.png
42	MONOLOGUE	/wmansion/6/41_100_C.png
43	NORMAL	/wmansion/6/42_100_A.png
43	WEREWOLF	/wmansion/6/42_100_B.png
43	MONOLOGUE	/wmansion/6/42_100_C.png
44	NORMAL	/wmansion/6/43_100_A.png
44	WEREWOLF	/wmansion/6/43_100_B.png
44	MONOLOGUE	/wmansion/6/43_100_C.png
45	NORMAL	/wmansion/6/44_100_A.png
45	WEREWOLF	/wmansion/6/44_100_B.png
45	MONOLOGUE	/wmansion/6/44_100_C.png
46	NORMAL	/wmansion/6/45_100_A.png
46	WEREWOLF	/wmansion/6/45_100_B.png
46	MONOLOGUE	/wmansion/6/45_100_C.png
47	NORMAL	/wmansion/6/46_100_A.png
47	WEREWOLF	/wmansion/6/46_100_B.png
47	MONOLOGUE	/wmansion/6/46_100_C.png
48	NORMAL	/wmansion/6/47_100_A.png
48	WEREWOLF	/wmansion/6/47_100_B.png
48	MONOLOGUE	/wmansion/6/47_100_C.png
49	NORMAL	/wmansion/6/48_100_A.png
49	WEREWOLF	/wmansion/6/48_100_B.png
49	MONOLOGUE	/wmansion/6/48_100_C.png
50	NORMAL	/wmansion/6/49_100_A.png
50	WEREWOLF	/wmansion/6/49_100_B.png
50	MONOLOGUE	/wmansion/6/49_100_C.png
51	NORMAL	/wmansion/6/50_100_A.png
51	WEREWOLF	/wmansion/6/50_100_B.png
51	MONOLOGUE	/wmansion/6/50_100_C.png
52	NORMAL	/wmansion/6/51_100_A.png
52	WEREWOLF	/wmansion/6/51_100_B.png
52	MONOLOGUE	/wmansion/6/51_100_C.png
53	NORMAL	/wmansion/6/52_100_A.png
53	WEREWOLF	/wmansion/6/52_100_B.png
53	MONOLOGUE	/wmansion/6/52_100_C.png
54	NORMAL	/wmansion/6/53_100_A.png
54	WEREWOLF	/wmansion/6/53_100_B.png
54	MONOLOGUE	/wmansion/6/53_100_C.png
55	NORMAL	/wolf-mansion/app/images/geruto.png
56	NORMAL	/wolf-mansion/app/images/varuta.png
57	NORMAL	/wolf-mansion/app/images/moritu.png
58	NORMAL	/wolf-mansion/app/images/jimuzon.png
59	NORMAL	/wolf-mansion/app/images/tomasu.png
60	NORMAL	/wolf-mansion/app/images/nikorasu.png
61	NORMAL	/wolf-mansion/app/images/dhita.png
62	NORMAL	/wolf-mansion/app/images/peta.png
63	NORMAL	/wolf-mansion/app/images/riza.png
64	NORMAL	/wolf-mansion/app/images/arubin.png
65	NORMAL	/wolf-mansion/app/images/katarina.png
66	NORMAL	/wolf-mansion/app/images/otto.png
67	NORMAL	/wolf-mansion/app/images/yoahimu.png
68	NORMAL	/wolf-mansion/app/images/pamera.png
69	NORMAL	/wolf-mansion/app/images/yakobu.png
70	NORMAL	/wolf-mansion/app/images/rejina.png
71	NORMAL	/wolf-mansion/app/images/furideru.png
72	NORMAL	/wolf-mansion/app/images/eruna.png
73	NORMAL	/wolf-mansion/app/images/kurara.png
74	NORMAL	/wolf-mansion/app/images/shimon.png
75	NORMAL	/wolf-mansion/app/images/zodiac/ne.png
76	NORMAL	/wolf-mansion/app/images/zodiac/ushi.png
77	NORMAL	/wolf-mansion/app/images/zodiac/tora.png
78	NORMAL	/wolf-mansion/app/images/zodiac/usagi.png
79	NORMAL	/wolf-mansion/app/images/zodiac/tatsu.png
80	NORMAL	/wolf-mansion/app/images/zodiac/mi.png
81	NORMAL	/wolf-mansion/app/images/zodiac/uma.png
82	NORMAL	/wolf-mansion/app/images/zodiac/hitsuji.png
83	NORMAL	/wolf-mansion/app/images/zodiac/saru.png
84	NORMAL	/wolf-mansion/app/images/zodiac/tori.png
85	NORMAL	/wolf-mansion/app/images/zodiac/inu.png
86	NORMAL	/wolf-mansion/app/images/zodiac/inoshishi.png
